predicted_rainfall_mm,predicted_temp_c,visibility_meters,active_curfew_days,market_closure_risk,avg_traffic_congestion,past_claims_count
74.90802376947249,38.835683837849146,6552.918149962656,0,0.0372538806141961,2,3
190.14286128198324,42.30707912135843,1889.386348630629,1,0.026347332193917605,8,1
146.398788362281,27.01310116618997,8749.466720877186,2,0.7391246671365462,7,3
119.73169683940732,37.49647478899597,6208.539142878567,3,0.31800970481429813,9,1
31.203728088487303,36.008887528024964,1740.5980588581517,0,0.7963001859676636,8,4
31.19890406724053,43.31925055007159,9630.912963315826,0,0.43173282384284917,4,4
11.616722433639893,45.370437693475296,5279.981540686143,0,0.45299810082996383,2,0
173.23522915498702,20.34038960136683,914.404828342219,2,0.5128826025095737,2,1
120.22300234864176,38.87255773364619,6342.962463267659,1,0.7130314563751039,2,0
141.6145155592091,21.451402375352412,2681.34928872554,1,0.27350286582970706,6,3
4.116898859160489,35.368042622165966,8076.195828397564,0,0.1215873495335269,7,0
193.98197043239887,28.05371641322299,8214.656320948669,3,0.5560573351914615,6,1
166.48852816008434,28.589744786619953,9793.684087375686,0,0.32697762324273927,2,3
42.46782213565523,29.882838096665985,5118.321404040136,0,0.4424913136680374,4,3
36.364993441420125,37.39618857338908,4658.577421331824,3,0.6469467083373054,3,4
36.68090197068676,29.353399038725538,7584.06093337551,0,0.4941257411412706,4,3
60.84844859190754,40.51557341652785,1498.2124321508802,2,0.6202788171008429,5,3
104.95128632644757,31.326766796068352,5559.7720351726175,0,0.5442000021136278,7,0
86.38900372842315,21.91388960867884,5553.22648128234,2,0.7397963719360992,9,3
58.245828039608384,41.945275589555,1076.8366035417948,0,0.70593661771162,2,2
122.3705789444759,28.001233088595768,4296.244037967753,1,0.5341898918086192,8,4
27.898772130408368,32.11747262877935,8562.191025958578,3,0.6789030208597069,3,4
58.42892970704363,39.192428730213244,8590.305495547671,1,0.8735596022726128,9,3
73.27236865873834,29.30877240016394,1172.5291162128738,0,0.4322712877881686,10,0
91.21399684340719,21.584398372108037,1089.0646509287424,0,0.41276307274879365,4,4
157.03519227860272,30.46978931635878,2774.415674618966,2,0.7642456208523801,3,4
39.93475643167195,46.4445603154405,8772.707413029137,0,0.582553837041994,10,2
102.84688768272233,37.96856312435963,1463.2453337202896,0,0.07100678022258855,6,3
118.4829137724085,38.80141616268179,7255.968665748973,0,0.8921120156910813,10,4
9.290082543999546,37.70390030185392,1191.4230722084117,1,0.030783102237640136,9,4
121.50897038028768,25.571779890864228,6306.750966728689,2,0.7483963562097431,7,4
34.10482473745831,31.713348194863844,3689.459531367619,1,0.7587941427043129,4,4
13.010318597055903,41.02631435417291,7931.356837065497,2,0.9531110852819304,3,0
189.77710745066665,22.838441131488455,2490.166398488563,1,0.054134408402320755,10,1
193.12640661491187,27.77987773051194,6464.177928021606,0,0.596856860784491,4,2
161.67946962329222,27.7369350370439,2509.6888388436723,1,0.42784057062705294,3,0
60.92275383467414,32.09652997264617,7193.870774499107,1,0.330632954859542,3,2
19.534422801276776,47.450324746381185,8762.044738695338,2,0.09031856029907304,9,4
136.84660530243139,21.890071307147014,1442.6576314422484,2,0.5626541196713092,4,2
88.03049874792026,34.52362784265666,8692.637748235935,1,0.47904072567461364,9,3
24.407646968955767,25.02221109634189,6017.03749326012,2,0.10455445815102427,10,3
99.03538202225404,47.17894327147283,1445.682810496835,2,0.6124895070970834,5,1
6.877704223043679,23.172498132368997,4389.910182525177,2,0.7379531202529385,7,1
181.8640804157564,31.300828066124556,1776.4308761539594,3,0.7672783010536482,5,2
51.75599632000338,40.66077957536898,7063.409310892382,2,0.9053731882624274,1,0
132.5044568707964,39.72752398476847,7636.907717295907,3,0.4094707418887772,2,0
62.34221521788219,31.836401833030102,1236.8058986734297,3,0.953072768622137,5,4
104.01360423556216,29.70267670267611,5160.170556407515,2,0.8654294050826861,6,0
109.34205586865593,31.133146599480376,8183.325549053989,1,0.29650157102393904,7,1
36.97089110510541,27.3997353684419,9374.397807199766,2,0.15928303734945848,2,0
193.91692555291172,25.749322283790395,5232.475094069347,0,0.4353893961280134,10,4
155.02656467222292,33.52511153164892,9512.736391391789,1,0.4018987079559666,9,3
187.8997883128378,27.518945169893005,5449.751910469092,3,0.5757193053312043,6,0
178.96547008552977,28.048926617123,4063.066847079098,3,0.583386232327748,2,0
119.57999576221702,38.3891697772876,8512.390659818375,1,0.7499869843799752,2,1
184.37484700462338,47.11904528759698,5031.230562489272,1,0.5098899482056102,3,2
17.6985004103839,36.901841615662505,4824.644603532326,2,0.10482264094076554,1,3
39.19657248382904,22.155425077819057,5005.062396216317,3,0.8582913355531061,9,2
9.045457782107613,22.116341187913875,8498.493018323505,0,0.30976458318518707,10,4
65.06606615265287,46.63985018367585,8353.02710854291,2,0.971297460306592,4,4
77.7354579378964,28.32414212860534,4154.49592591407,1,0.11786010867977015,5,2
54.269806354779185,22.577875610309313,3466.3386267311453,3,0.9582511722325032,7,1
165.74750183038586,36.77324844021068,5020.894635583467,1,0.09101180688251698,1,1
71.35066533871786,37.46216579212745,5813.170595423669,1,0.23103613794705946,3,1
56.18690193747615,38.15813496332326,2535.70466415437,1,0.04657994208654159,3,3
108.5392166316497,27.48725678001116,7980.759830212788,2,0.7051131466389949,2,4
28.184844994952527,20.4230991580053,4967.531104177744,0,0.8502987365717918,8,4
160.43939615080794,47.02043034472521,3473.646374515604,0,0.4340710818159804,5,4
14.910128735954164,27.02500527935087,1246.845731047108,3,0.9285220750424297,1,3
197.37738732010345,38.92873606547133,2540.682571955348,1,0.5902990717555996,2,4
154.44895385933148,39.78563635660387,9502.95548320864,0,0.6300071354465232,1,2
39.74313630683448,37.0802076782256,3189.9769308313607,1,0.8454192017007699,6,0
1.1044234247204798,28.76140703798215,1854.821035796946,3,0.2968002050518389,9,3
163.09228569096683,27.59069510539384,4714.593358218934,1,0.3542657213276258,7,0
141.37146876952343,36.73471191567569,3209.459884930437,0,0.9059519191946444,5,2
145.80143360819747,44.25067774112736,544.5606526577027,1,0.9009634960387638,3,1
154.25406933718915,46.50854440985508,3366.823129338289,0,0.9764827762008709,8,1
14.808930346818073,22.965362523305213,5532.264514606792,3,0.9018383164416711,10,1
71.69314570885452,24.335201152736154,5606.781245795676,1,0.1273720360333609,4,3
23.173811905025943,46.45261524592623,3694.277427533509,0,0.8237242861369873,9,1
172.6206851751187,40.62298639337419,4583.567011275486,3,0.40983847810959406,5,3
124.65962536551159,44.723827095233645,9662.07559870071,1,0.9908013559459379,6,3
66.17960497052984,25.673713755789606,3898.015076857054,3,0.47228096432880107,5,0
12.711670057204728,36.452404391063254,2730.622769947833,0,0.5538360825022206,10,1
62.19646434313244,39.63190864368926,2585.977031854249,1,0.5297749152567985,7,4
65.03666440534941,39.04313279251524,4686.093204500515,1,0.3217370298582778,7,1
145.92123566761282,31.428247344267547,7643.297457426052,1,0.07502208889291817,1,1
127.51149427104262,20.43105696735664,2218.6842050470373,3,0.8956512304019185,2,1
177.44254851526532,36.32192959051937,7151.102045979527,3,0.8026758125262868,7,4
94.44298503238986,27.086843097029046,407.26826882427963,0,0.13952678055966927,8,4
23.918849187660342,32.607118892000926,4305.543184242671,2,0.7767682713500729,4,3
142.648957444599,46.81226842234689,7803.477638987311,1,0.62584666605061,6,4
152.15700972337947,31.172988893988173,3519.582966589428,1,0.4091437879176223,10,3
112.25543951389925,43.51444498660395,5724.623594164915,0,0.2540211490955627,3,0
154.1934359909122,25.27913696097903,2208.7964816939257,1,0.8597287835022325,7,3
98.75911927287815,38.82889394470081,7471.554833036488,3,0.700188259294053,3,1
104.54656587639882,47.35619472429042,712.3352120338443,3,0.5477399094691369,7,2
85.50820367170992,22.85300682444223,8554.917919779904,1,0.6095685338984641,8,2
5.083825348819038,20.232958382361375,2142.3245869323478,1,0.09106618208218098,3,1
21.57828539866089,32.1403181937132,8769.10071074164,3,0.4739197609111919,2,3
6.28583713734685,22.593513525438283,3654.78656474507,1,0.193700292785702,6,1
127.28208225275608,40.95476179093448,7282.299029849969,3,0.20838367900882537,4,4
62.871196215265336,45.60736258775965,3328.407918304647,2,0.6613039622868667,8,3
101.71413823294056,32.152587235845246,9077.934378099546,2,0.9112561518342881,2,1
181.5132947852186,27.243925980352348,1441.0438300800688,1,0.40375661047834654,4,4
49.858445829774986,32.16329293218507,1949.4939348714672,1,0.20774927301219037,2,4
82.07658460712595,40.25653889980003,5031.695226556262,1,0.6487469372366542,2,3
151.11022770860973,20.253516524250387,1002.9967025738321,3,0.8711870463503177,2,0
45.75963309832449,36.50471170557152,2120.605810077267,2,0.7483188011224908,1,0
15.395981965758597,37.172167176846614,9448.910545677742,2,0.8687572305365872,4,4
57.9502905827536,37.855270913086194,9769.598679249295,0,0.5365546710107993,2,0
32.24425745080089,26.77661823946456,3887.3414274381353,0,0.7518762443691909,9,4
185.93953046851462,39.99347625458755,9248.20300593657,1,0.14006455935893647,9,0
161.6240759128834,22.55896161728974,5539.281821599631,3,0.3482746153631915,7,4
126.68075130208469,25.579569421070424,2843.4761655629172,1,0.38954916448152244,6,4
174.29211803754353,44.5691613063255,7083.507466589866,2,0.5112957462460346,3,4
160.7344153798229,40.68424822034386,6657.237704433601,1,0.9290763602568237,7,4
