distance_from_trigger_zone_km,time_since_last_claim_hr,weather_api_mismatch_score,claim_hour_of_day,accelerometer_flatline_index
1.1236203565420875,312.5230696264411,1.8682040923334924,19,0.09472036029893689
2.8521429192297485,366.1487631000144,1.6645604811570163,13,0.05056588903910806
2.1959818254342154,622.2558482318652,0.8807695625143003,20,0.07021524774864765
1.7959754525911098,276.48294743224756,3.03633335050744,20,0.1770168238746893
0.46805592132730955,632.4045881937791,2.3831208025431443,11,0.19097660775351008
0.46798356100860794,107.22633761633668,4.328504961620018,11,0.19002152853722787
0.17425083650459838,570.0085498041999,0.16054790241029127,21,0.13978847839371425
2.5985284373248057,617.5520094127828,3.2193396377756316,18,0.10192037776492249
1.8033450352296265,170.18146270669163,3.8147443925578055,14,0.03653778698146837
2.1242177333881367,337.1928697541187,3.797432845941535,21,0.02464420241409291
0.06175348288740734,159.2158485739766,4.4303698354776255,10,0.011953321528269245
2.909729556485983,522.8379746841143,3.6451687141474705,18,0.0035429819017938516
2.497327922401265,407.7537001374333,4.639050308238481,10,0.17562334442113642
0.6370173320348285,474.93728898799174,1.6632829991044573,13,0.1618172631606689
0.5454749016213019,180.03924179457388,2.5160470837577154,16,0.11356427610009417
0.5502135295603015,190.2932192992259,0.07039831641445338,8,0.1997446509075428
0.9127267288786132,75.88620274265708,0.034787936516456064,12,0.19061041444032822
1.5742692948967134,264.4293836515304,1.2006331022575996,8,0.1310217941429413
1.2958350559263474,424.1484124162296,0.5040359856954263,8,0.09291491340805069
0.8736874205941257,624.5322622062049,1.301056839678768,10,0.03043414322262592
1.8355586841671383,496.17524469223343,0.885216472641987,10,0.10311876105087048
0.4184815819561255,340.58632932463297,0.1426001241932412,11,0.031548734577105456
0.8764339456056545,688.4967168728606,4.546520732030247,10,0.0796902608492378
1.099085529881075,531.332774786959,0.041115656944457624,13,0.1885296216865502
1.3682099526511078,673.0710163236336,3.680410721685427,19,0.06839579786712749
2.3555278841790406,402.5391180388953,0.7607394345975826,22,0.030557454728693423
0.5990213464750792,221.9836726609898,4.561148109998,11,0.11647932084724294
1.5427033152408347,83.49953323709317,4.463979697949429,15,0.12047283482549442
1.7772437065861273,535.9290201971476,3.269505731846287,8,0.03876084849358317
0.13935123815999317,129.51561465971895,3.361170749003026,15,0.03931731751639205
1.822634555704315,251.46488619876195,0.026695709848442717,18,0.1979099582649654
0.5115723710618746,405.82045009797906,4.9243578305680105,8,0.0486562145724424
0.19515477895583855,427.28794698799044,4.389163017879072,18,0.16763840695671683
2.84665661176,451.5919083753554,4.47553112865046,8,0.09406476510919591
2.896896099223678,159.72358199499882,3.2962226852543597,14,0.0869978477825456
2.4251920443493833,303.18353604014794,1.7239346432726825,8,0.058992483232750484
0.9138413075201121,462.7545206226016,4.468243245452404,16,0.15476515937846616
0.2930163420191516,699.7182770339034,1.4575846407559618,21,0.17613217568831097
2.052699079536471,536.9681245341908,2.8135577167110144,22,0.05222549231181606
1.320457481218804,667.9897247671397,0.498654861719412,15,0.019019333869822797
0.3661147045343365,560.2065031871269,4.609778150663751,20,0.027383910577121973
1.4855307303338106,445.6338030956931,0.7038522888560667,22,0.15856070695324884
0.10316556334565519,177.03970405962355,1.1244840286520363,8,0.08716538226392517
2.7279612062363463,496.01275807176876,2.790670790641075,9,0.026382931682144586
0.7763399448000508,466.91106832505756,3.8204650010649077,9,0.06805764128392491
1.987566853061946,452.85928254728304,3.0967565296814947,9,0.1028470965706106
